Most Informative Features
('select', 'committee', 'benghazi') = True           conser : libera =      5.0 : 1.0
('o\xe2', '\x80\x99', 'malley') = True           libera : conser =      5.0 : 1.0
('\xe2', '\x80\x9d', 'one') = True           libera : libert =      4.9 : 1.0
('\x80\x9d', 'it\xe2', '\x80\x99') = True           libera : libert =      4.9 : 1.0
('\xe2', '\x80\x9d', 'wrote') = True           libera : conser =      4.9 : 1.0
   ('14', 'year', 'old') = True           libert : conser =      4.8 : 1.0
('criminal', 'justice', 'system') = True           libert : conser =      4.8 : 1.0
('there\xe2', '\x80\x99', 'one') = True           libera : conser =      4.8 : 1.0
('make', 'ends', 'meet') = True           libera : conser =      4.8 : 1.0
('tweeted', '\xe2', '\x80\x9c') = True           libera : conser =      4.8 : 1.0
('weapons', 'mass', 'destruction') = True           libera : conser =      4.8 : 1.0
('\xe2', '\x80\x9d', 'people') = True           libera : conser =      4.8 : 1.0
('\xe2', '\x80\x9d', 'words') = True           libera : conser =      4.8 : 1.0
('he\xe2', '\x80\x99', 'd') = True           libera : libert =      4.8 : 1.0
('\x80\x99', 'tax', 'plan') = True           conser : libert =      4.7 : 1.0
('\xe2', '\x80\x9c', 'religious') = True           conser : libert =      4.7 : 1.0
('there\xe2', '\x80\x99', 'much') = True           conser : libert =      4.7 : 1.0
('time', '\xe2', '\x80\x94') = True           conser : libert =      4.7 : 1.0
('trump\xe2', '\x80\x99', 'plan') = True           conser : libert =      4.7 : 1.0
('\xe2', '\x80\x94', 'particularly') = True           conser : libert =      4.7 : 1.0
('fair', 'share', '\xe2') = True           conser : libert =      4.7 : 1.0
('times', '\xe2', '\x80\x9d') = True           conser : libert =      4.7 : 1.0
('social', 'security', 'benefits') = True           libera : libert =      4.7 : 1.0
 ('told', 'new', 'york') = True           libera : libert =      4.7 : 1.0
('told', '\xe2', '\x80\x9c') = True           libera : libert =      4.7 : 1.0
('\x80\x99', 're', 'seeing') = True           libera : libert =      4.7 : 1.0
('\xe2', '\x80\x9c', 'work') = True           libera : libert =      4.7 : 1.0
('problem', '\xe2', '\x80\x9d') = True           libera : libert =      4.7 : 1.0
('\xe2', '\x80\x9c', 'oh') = True           libera : libert =      4.7 : 1.0
('\x80\x9c', '\xe2', '\x80\x9d') = True           libera : libert =      4.7 : 1.0
('united', 'states', 'europe') = True           libert : libera =      4.6 : 1.0
('obama', 'administration\xe2', '\x80\x99') = True           conser : libera =      4.6 : 1.0
('we\xe2', '\x80\x99', 'd') = True           libera : libert =      4.6 : 1.0
('issue', 'marriage', 'licenses') = True           conser : libert =      4.6 : 1.0
('don\xe2', '\x80\x99', 'get') = True           libera : conser =      4.6 : 1.0
('\xe2', '\x80\x9c', 'free') = True           libert : conser =      4.5 : 1.0
('state', 'hillary', 'clinton') = True           conser : libert =      4.5 : 1.0
('former', 'secretary', 'state') = True           conser : libert =      4.5 : 1.0
('\xe2', '\x80\x9c', 'little') = True           conser : libert =      4.5 : 1.0
('iran', 'nuclear', 'deal') = True           conser : libera =      4.5 : 1.0
('\xe2', '\x80\x9d', 'says') = True           libera : libert =      4.5 : 1.0
  ('new', 'cold', 'war') = True           libera : libert =      4.4 : 1.0
('change', '\xe2', '\x80\x9d') = True           libera : libert =      4.4 : 1.0
('\xe2', '\x80\x9d', 'it\xe2') = True           libera : libert =      4.4 : 1.0
('share', '\xe2', '\x80\x9d') = True           conser : libera =      4.3 : 1.0
('love', '\xe2', '\x80\x9c') = True           conser : libera =      4.3 : 1.0
('\xe2', '\x80\x94', 'like') = True           conser : libera =      4.3 : 1.0
('hundreds', 'billions', 'dollars') = True           conser : libera =      4.3 : 1.0
('bill', 'clinton\xe2', '\x80\x99') = True           conser : libera =      4.3 : 1.0
('\x80\x99', 've', 'heard') = True           conser : libera =      4.3 : 1.0
('\x80\x99', '\xe2', '\x80\x94') = True           conser : libera =      4.3 : 1.0
('new', 'york\xe2', '\x80\x99') = True           conser : libera =      4.3 : 1.0
('worst', 'voting', 'record') = True           conser : libera =      4.3 : 1.0
('martin', 'o', 'malley') = True           conser : libera =      4.3 : 1.0
('health', 'care', 'system') = True           conser : libera =      4.3 : 1.0
('\xe2', '\x80\x94', 'michael') = True           conser : libera =      4.3 : 1.0
('paid', 'maternity', 'leave') = True           libera : conser =      4.2 : 1.0
('though', 'it\xe2', '\x80\x99') = True           libera : conser =      4.2 : 1.0
('phrase', '\xe2', '\x80\x9c') = True           libera : conser =      4.2 : 1.0
('\x80\x9d', 'said', '\xe2') = True           libera : conser =      4.2 : 1.0
('5\xe2', '\x80\x93', '4') = True           libera : conser =      4.2 : 1.0
('\xe2', '\x80\x9c', 'today') = True           libera : conser =      4.2 : 1.0
('sea', 'level', 'rise') = True           libera : libert =      4.2 : 1.0
('\x80\x99', 'mean', 'it\xe2') = True           libera : libert =      4.2 : 1.0
('made', '\xe2', '\x80\x9c') = True           libera : libert =      4.2 : 1.0
('courageous', 'responsible', 'effort') = True           libera : libert =      4.2 : 1.0
('it\xe2', '\x80\x99', 'tempting') = True           libera : libert =      4.2 : 1.0
('serious', 'effects', 'environmental') = True           libera : libert =      4.2 : 1.0
('it\xe2', '\x80\x99', 'safe') = True           libera : libert =      4.2 : 1.0
('\xe2', '\x80\x9c', 'used') = True           libera : libert =      4.2 : 1.0
('\x80\x9d', 'laudato', 'si\xe2') = True           libera : libert =      4.2 : 1.0
('effects', 'environmental', 'deterioration') = True           libera : libert =      4.2 : 1.0
('anti', 'abortion', 'advocates') = True           libera : libert =      4.2 : 1.0
('\xe2', '\x80\x9c', 'none') = True           libera : libert =      4.2 : 1.0
('truly', '\xe2', '\x80\x9c') = True           libera : libert =      4.2 : 1.0
('leave', '\xe2', '\x80\x9d') = True           libera : libert =      4.2 : 1.0
('poverty', 'restoring', 'dignity') = True           libera : libert =      4.2 : 1.0
('make', 'difference', 'doubt') = True           libera : libert =      4.2 : 1.0
('they\xe2', '\x80\x99', 'd') = True           libera : libert =      4.2 : 1.0
  ('least', '10', '000') = True           libera : libert =      4.2 : 1.0
('\xe2', '\x80\x9c', 'americans') = True           libera : libert =      4.2 : 1.0
('argues', '\xe2', '\x80\x9c') = True           libera : libert =      4.2 : 1.0
('restoring', 'dignity', 'excluded') = True           libera : libert =      4.2 : 1.0
('goes', 'without', 'saying') = True           libera : libert =      4.2 : 1.0
('\x80\x9d', 'she\xe2', '\x80\x99') = True           libera : libert =      4.2 : 1.0
('day', '\xe2', '\x80\x9c') = True           libera : libert =      4.2 : 1.0
('\xe2', '\x80\x9d', 'pope') = True           libera : libert =      4.2 : 1.0
('high', 'school', 'diploma') = True           libera : libert =      4.2 : 1.0
    ('3', 'year', 'old') = True           libera : libert =      4.2 : 1.0
('none', '\xe2', '\x80\x9d') = True           libera : libert =      4.2 : 1.0
('it\xe2', '\x80\x99', 'real') = True           libera : libert =      4.2 : 1.0
('it\xe2', '\x80\x99', 'less') = True           libera : libert =      4.2 : 1.0
('columnist', 'ross', 'douthat') = True           libera : libert =      4.2 : 1.0
('pope\xe2', '\x80\x99', 'message') = True           libera : libert =      4.2 : 1.0
('series', '\xe2', '\x80\x9c') = True           libera : libert =      4.2 : 1.0
('activism', 'passion', 'justice') = True           libera : libert =      4.2 : 1.0
('pope\xe2', '\x80\x99', 'address') = True           libera : libert =      4.2 : 1.0
('approach', 'combating', 'poverty') = True           libera : libert =      4.2 : 1.0
('mean', 'it\xe2', '\x80\x99') = True           libera : libert =      4.2 : 1.0
('american', 'apple', 'pie') = True           libera : libert =      4.2 : 1.0
('\xe2', '\x80\x9c', 'someone') = True           libera : libert =      4.2 : 1.0
('integrated', 'approach', 'combating') = True           libera : libert =      4.2 : 1.0
('\xe2', '\x80\x9d', 'he\xe2') = True           libera : libert =      4.2 : 1.0
('isn\xe2', '\x80\x99', 'working') = True           libera : libert =      4.2 : 1.0
('time', 'courageous', 'actions') = True           libera : libert =      4.2 : 1.0
('\xe2', '\x80\x9c', 'making') = True           libera : libert =      4.2 : 1.0
('\x80\x93', 'important', 'role') = True           libera : libert =      4.2 : 1.0
('there\xe2', '\x80\x99', 'many') = True           libera : libert =      4.2 : 1.0
('\xe2', '\x80\x93', '14') = True           libera : libert =      4.2 : 1.0
('education', '\xe2', '\x80\x9d') = True           libera : libert =      4.2 : 1.0
('dignity', 'excluded', 'time') = True           libera : libert =      4.2 : 1.0
('\xe2', '\x80\x9c', 'impressive') = True           libera : libert =      4.2 : 1.0
('one', 'another', '\xe2') = True           libera : libert =      4.2 : 1.0
('times', 'columnist', 'ross') = True           libera : libert =      4.2 : 1.0
('brand', '\xe2', '\x80\x9d') = True           libera : libert =      4.2 : 1.0
('pope', '\xe2', '\x80\x9d') = True           libera : libert =      4.2 : 1.0
('door', '\xe2', '\x80\x9d') = True           libera : libert =      4.2 : 1.0
('fact', '\xe2', '\x80\x9d') = True           libera : libert =      4.2 : 1.0
('site', '\xe2', '\x80\x9c') = True           libera : libert =      4.2 : 1.0
('passion', 'justice', 'cause') = True           libera : libert =      4.2 : 1.0
('\x80\x9c', 'american', 'people') = True           libera : libert =      4.2 : 1.0
('never', 'made', 'public') = True           libera : libert =      4.2 : 1.0
('si\xe2', '\x80\x99', 'call') = True           libera : libert =      4.2 : 1.0
('convinced', 'make', 'difference') = True           libera : libert =      4.2 : 1.0
('even', 'it\xe2', '\x80\x99') = True           libera : libert =      4.2 : 1.0
('can\xe2', '\x80\x99', 'give') = True           libera : libert =      4.2 : 1.0
